term,estimate
week3::prob_clim_mr_week4:diff_iitm_week4:diff_aifs_week4,-0.24388122081633154
week4::(Intercept),-1.3185332834344523
week4::prob_clim_mr_week1,0.05827684811917807
week4::diff_iitm_week1,-0.016758236637660604
week4::diff_aifs_week1,0.2881318563293062
week4::prob_clim_mr_week2,0.2975720702527611
week4::diff_iitm_week2,0.4337283679016193
week4::diff_aifs_week2,-0.6097326230640773
week4::prob_clim_mr_week3,0.2930458005397709
week4::diff_iitm_week3,0.052093723973829276
week4::diff_aifs_week3,0.2708085451927961
week4::prob_clim_mr_week4,0.269662295523124
week4::diff_iitm_week4,0.036685854951576495
week4::diff_aifs_week4,-0.5183367317424635
week4::min_aifs_10day_week1,-0.040247328148528404
week4::min_aifs_10day_week2,-0.15943160976277454
week4::min_aifs_10day_week3,0.1695085204581377
week4::min_aifs_10day_week4,0.41195767637808284
week4::min_iitm_10day_week1,-0.1563983000341079
week4::min_iitm_10day_week2,0.2874179759612744
week4::min_iitm_10day_week3,-0.7079589879515334
week4::min_iitm_10day_week4,1.092611286804447
week4::prob_clim_mr_week1:diff_iitm_week1,-0.028389279668237902
week4::prob_clim_mr_week1:diff_aifs_week1,0.14405815748337575
week4::diff_iitm_week1:diff_aifs_week1,0.03663455384538394
week4::prob_clim_mr_week2:diff_iitm_week2,0.10951549870767575
week4::prob_clim_mr_week2:diff_aifs_week2,-0.05678205678568026
week4::diff_iitm_week2:diff_aifs_week2,-0.27372978722760877
week4::prob_clim_mr_week3:diff_iitm_week3,0.16623078232051328
week4::prob_clim_mr_week3:diff_aifs_week3,0.11201518939038912
week4::diff_iitm_week3:diff_aifs_week3,0.2438982847864255
week4::prob_clim_mr_week4:diff_iitm_week4,0.07320542538277171
week4::prob_clim_mr_week4:diff_aifs_week4,-0.12905050527703374
week4::diff_iitm_week4:diff_aifs_week4,-0.5457702037366982
week4::prob_clim_mr_week1:diff_iitm_week1:diff_aifs_week1,0.058464294410449716
week4::prob_clim_mr_week2:diff_iitm_week2:diff_aifs_week2,-0.01694348011980126
week4::prob_clim_mr_week3:diff_iitm_week3:diff_aifs_week3,0.2548381647214857
week4::prob_clim_mr_week4:diff_iitm_week4:diff_aifs_week4,-0.2953863730918686
