term,estimate
week3::diff_ncmrwf_week4:diff_aifs_week4,1.2850242843560835
week3::prob_clim_mr_week1:diff_ncmrwf_week1:diff_aifs_week1,-0.0023087932819064166
week3::prob_clim_mr_week2:diff_ncmrwf_week2:diff_aifs_week2,0.07900179609034262
week3::prob_clim_mr_week3:diff_ncmrwf_week3:diff_aifs_week3,-0.31684707186751176
week3::prob_clim_mr_week4:diff_ncmrwf_week4:diff_aifs_week4,0.5223301309127545
week4::(Intercept),-1.1937750538962442
week4::prob_clim_mr_week1,0.1091562138541144
week4::diff_ncmrwf_week1,-0.2160621323108738
week4::diff_aifs_week1,0.280014664658492
week4::prob_clim_mr_week2,-0.19927969267384776
week4::diff_ncmrwf_week2,-0.06702967965135588
week4::diff_aifs_week2,-0.537420441157509
week4::prob_clim_mr_week3,0.3981004759873828
week4::diff_ncmrwf_week3,0.4780585707526487
week4::diff_aifs_week3,-0.6925891090129028
week4::prob_clim_mr_week4,0.19100135598072238
week4::diff_ncmrwf_week4,-0.11065483121566706
week4::diff_aifs_week4,0.7097882789568573
week4::min_ncmrwf_10day_week1,-0.0605339936289377
week4::min_ncmrwf_10day_week2,-0.4760796074477907
week4::min_ncmrwf_10day_week3,0.1340678433485971
week4::min_ncmrwf_10day_week4,0.6621550129891395
week4::min_aifs_10day_week1,0.07832747893832602
week4::min_aifs_10day_week2,0.12412921896797502
week4::min_aifs_10day_week3,0.18142415024015446
week4::min_aifs_10day_week4,-0.10876435997408437
week4::prob_clim_mr_week1:diff_ncmrwf_week1,-0.009406033935318331
week4::prob_clim_mr_week1:diff_aifs_week1,0.03169964257547792
week4::diff_ncmrwf_week1:diff_aifs_week1,0.007748664842324429
week4::prob_clim_mr_week2:diff_ncmrwf_week2,-0.13823722794219687
week4::prob_clim_mr_week2:diff_aifs_week2,-0.12142838325142878
week4::diff_ncmrwf_week2:diff_aifs_week2,0.19563361000413806
week4::prob_clim_mr_week3:diff_ncmrwf_week3,0.3155758590973525
week4::prob_clim_mr_week3:diff_aifs_week3,-0.2572217108376599
week4::diff_ncmrwf_week3:diff_aifs_week3,-0.3646900387494203
week4::prob_clim_mr_week4:diff_ncmrwf_week4,-0.1446977382250465
week4::prob_clim_mr_week4:diff_aifs_week4,0.23212196128818338
week4::diff_ncmrwf_week4:diff_aifs_week4,0.5844894564401429
week4::prob_clim_mr_week1:diff_ncmrwf_week1:diff_aifs_week1,0.0015977432577715769
week4::prob_clim_mr_week2:diff_ncmrwf_week2:diff_aifs_week2,0.026668820335977127
week4::prob_clim_mr_week3:diff_ncmrwf_week3:diff_aifs_week3,-0.10869591883745348
week4::prob_clim_mr_week4:diff_ncmrwf_week4:diff_aifs_week4,0.34040842787424375
