"(Intercept)","prob_clim_mr_week1","prob_clim_mr_week2","prob_clim_mr_week3","prob_clim_mr_week4","category"
-2.11639424029702,-0.856463641071974,-0.669471525636198,-0.316729897532,0.270976552494038,"later"
0,0,0,0,0,"week1"
-0.474500111400419,-0.786654765107543,0.492831154305874,0.131551203702521,-0.18037174663932,"week2"
-0.890006528978564,-0.79049416311643,-0.509877279102785,0.982919673192916,-0.283840216782969,"week3"
-1.30041053612796,-0.755548110155227,-0.696521880772707,0.235800234639454,0.395711454176372,"week4"
