"(Intercept)","prob_clim_mr_week1","prob_clim_mr_week2","prob_clim_mr_week3","prob_clim_mr_week4","category"
-2.1089009103515,-0.858384988666689,-0.666076171439443,-0.314710223788181,0.272305505066656,"later"
0,0,0,0,0,"week1"
-0.476975867696989,-0.786919575972052,0.49266171668136,0.129970783776947,-0.18016033942931,"week2"
-0.89612711803063,-0.789919660699737,-0.51191248056477,0.979785511082879,-0.283782109784682,"week3"
-1.30762860175187,-0.755861583114556,-0.689778989163065,0.218779558708387,0.400089781031283,"week4"
