term,estimate
week3::prob_clim_mr_week2:diff_ngcm_week2:diff_aifs_week2,-0.02316156977933556
week3::prob_clim_mr_week3:diff_ngcm_week3:diff_aifs_week3,0.1723962115124321
week3::prob_clim_mr_week4:diff_ngcm_week4:diff_aifs_week4,0.6678141093036422
week4::(Intercept),-1.5300868855564904
week4::prob_clim_mr_week1,0.039918163010144406
week4::diff_ngcm_week1,-0.12295005895663251
week4::diff_aifs_week1,0.13455707207671871
week4::prob_clim_mr_week2,0.06715014043875814
week4::diff_ngcm_week2,0.5170858390147622
week4::diff_aifs_week2,-0.25699492170677374
week4::prob_clim_mr_week3,0.21843175668866135
week4::diff_ngcm_week3,0.9622208399601895
week4::diff_aifs_week3,-0.5292090182545026
week4::prob_clim_mr_week4,0.1193603829495642
week4::diff_ngcm_week4,-1.4285586387181712
week4::diff_aifs_week4,-0.10179385439311836
week4::min_ngcm_10day_week1,-0.08196424621675553
week4::min_ngcm_10day_week2,-0.2735469909361037
week4::min_ngcm_10day_week3,-1.4223806332403497
week4::min_ngcm_10day_week4,1.8040793656860554
week4::min_aifs_10day_week1,-0.14787160699465324
week4::min_aifs_10day_week2,-0.019970483643015468
week4::min_aifs_10day_week3,0.28854479380948594
week4::min_aifs_10day_week4,0.42691334526175206
week4::prob_clim_mr_week1:diff_ngcm_week1,-0.05048190864498218
week4::prob_clim_mr_week1:diff_aifs_week1,-0.006980243010259832
week4::diff_ngcm_week1:diff_aifs_week1,0.06284830273319081
week4::prob_clim_mr_week2:diff_ngcm_week2,0.08955124791436378
week4::prob_clim_mr_week2:diff_aifs_week2,-0.07880273160379189
week4::diff_ngcm_week2:diff_aifs_week2,-0.47814197107009465
week4::prob_clim_mr_week3:diff_ngcm_week3,-0.013887420100727684
week4::prob_clim_mr_week3:diff_aifs_week3,-0.13211016959613664
week4::diff_ngcm_week3:diff_aifs_week3,0.12279378367519835
week4::prob_clim_mr_week4:diff_ngcm_week4,-0.1350120529890417
week4::prob_clim_mr_week4:diff_aifs_week4,-0.014085463339688712
week4::diff_ngcm_week4:diff_aifs_week4,-0.15247532721914492
week4::prob_clim_mr_week1:diff_ngcm_week1:diff_aifs_week1,0.007617787442711244
week4::prob_clim_mr_week2:diff_ngcm_week2:diff_aifs_week2,-0.09324912896724782
week4::prob_clim_mr_week3:diff_ngcm_week3:diff_aifs_week3,0.07815352243614945
week4::prob_clim_mr_week4:diff_ngcm_week4:diff_aifs_week4,-0.08031743173927014
