term,estimate
week3::prob_clim_mr_week3:diff_ngcm_week3:diff_aifs_week3,-0.16712995032342773
week3::prob_clim_mr_week4:diff_ngcm_week4:diff_aifs_week4,0.21462186020720683
week4::(Intercept),-1.4341353238523595
week4::prob_clim_mr_week1,0.04221995248263421
week4::diff_ngcm_week1,-0.1806231906762685
week4::diff_aifs_week1,-0.4504877082330023
week4::prob_clim_mr_week2,0.19065798291226554
week4::diff_ngcm_week2,1.7752203907496464
week4::diff_aifs_week2,-0.1225603343273904
week4::prob_clim_mr_week3,0.23269705292978457
week4::diff_ngcm_week3,-0.43717029505747096
week4::diff_aifs_week3,0.5313417793473365
week4::prob_clim_mr_week4,0.124984939044176
week4::diff_ngcm_week4,-0.5882349864208526
week4::diff_aifs_week4,-0.3580538735554666
week4::min_ngcm_10day_week1,0.07920449349495871
week4::min_ngcm_10day_week2,-1.1844738748222061
week4::min_ngcm_10day_week3,-0.8472771552719646
week4::min_ngcm_10day_week4,1.7353451822570145
week4::min_aifs_10day_week1,0.06268248383438048
week4::min_aifs_10day_week2,0.21577063055895465
week4::min_aifs_10day_week3,0.36807089323245457
week4::min_aifs_10day_week4,0.2624980871508734
week4::prob_clim_mr_week1:diff_ngcm_week1,-0.13156146923940407
week4::prob_clim_mr_week1:diff_aifs_week1,-0.06646224456740013
week4::diff_ngcm_week1:diff_aifs_week1,-0.549548115897774
week4::prob_clim_mr_week2:diff_ngcm_week2,0.33287812527734095
week4::prob_clim_mr_week2:diff_aifs_week2,0.06329207261421188
week4::diff_ngcm_week2:diff_aifs_week2,0.4334308854594389
week4::prob_clim_mr_week3:diff_ngcm_week3,-0.2673282909799577
week4::prob_clim_mr_week3:diff_aifs_week3,0.35079400616182765
week4::diff_ngcm_week3:diff_aifs_week3,0.2605664277409112
week4::prob_clim_mr_week4:diff_ngcm_week4,0.21939151239758947
week4::prob_clim_mr_week4:diff_aifs_week4,-0.2017446501781256
week4::diff_ngcm_week4:diff_aifs_week4,-0.49532705047153175
week4::prob_clim_mr_week1:diff_ngcm_week1:diff_aifs_week1,-0.1295565333395602
week4::prob_clim_mr_week2:diff_ngcm_week2:diff_aifs_week2,0.2135535463247275
week4::prob_clim_mr_week3:diff_ngcm_week3:diff_aifs_week3,0.3025292916360971
week4::prob_clim_mr_week4:diff_ngcm_week4:diff_aifs_week4,-0.29637279417061807
